schedule_id station_no address data time 
 1,10,1522,12592,2015-06-02 18:11:05 
 1,10,1521,13362,2015-06-02 18:11:05 
 1,10,1523,12600,2015-06-02 18:11:05 
 1,10,1522,12592,2015-06-02 18:11:07 
 1,10,1523,12600,2015-06-02 18:11:08 
 1,10,1522,12592,2015-06-02 18:11:09 
 1,10,1521,13366,2015-06-02 18:11:09 
 1,10,1522,12592,2015-06-02 18:11:11 
 1,10,1523,12600,2015-06-02 18:11:11 
 1,10,1521,13616,2015-06-02 18:11:13 
 1,10,1522,12592,2015-06-02 18:11:13 
 1,10,1523,12600,2015-06-02 18:11:14 
 1,10,1522,12592,2015-06-02 18:11:15 
 1,10,1521,13620,2015-06-02 18:11:17 
 1,10,1522,12592,2015-06-02 18:11:17 
 1,10,1523,12600,2015-06-02 18:11:17 
 1,10,1522,12592,2015-06-02 18:11:19 
 1,10,1523,12600,2015-06-02 18:11:20 
 1,10,1521,13624,2015-06-02 18:11:21 
 1,10,1522,12592,2015-06-02 18:11:21 
 1,10,1523,12600,2015-06-02 18:11:23 
 1,10,1522,12593,2015-06-02 18:11:23 
 1,10,1521,50,2015-06-02 18:11:25 
 1,10,1522,12593,2015-06-02 18:11:25 
 1,10,1523,12600,2015-06-02 18:11:26 
 1,10,1522,12593,2015-06-02 18:11:27 
 1,10,1521,54,2015-06-02 18:11:29 
 1,10,1523,12600,2015-06-02 18:11:29 
 1,10,1522,12593,2015-06-02 18:11:29 
 1,10,1522,12593,2015-06-02 18:11:31 
 1,10,1523,12600,2015-06-02 18:11:32 
 1,10,1521,12592,2015-06-02 18:11:33 
 1,10,1522,12593,2015-06-02 18:11:33 
 1,10,1523,12600,2015-06-02 18:11:35 
 1,10,1522,12593,2015-06-02 18:11:35 
 1,10,1521,12596,2015-06-02 18:11:37 
 1,10,1522,12593,2015-06-02 18:11:37 
 1,10,1523,12600,2015-06-02 18:11:38 
 1,10,1522,12593,2015-06-02 18:11:39 
 1,10,1521,12600,2015-06-02 18:11:41 
 1,10,1523,12600,2015-06-02 18:11:41 
 1,10,1522,12593,2015-06-02 18:11:41 
 1,10,1522,12593,2015-06-02 18:11:43 
 1,10,1523,12600,2015-06-02 18:11:44 
 1,10,1521,12850,2015-06-02 18:11:45 
 1,10,1522,12593,2015-06-02 18:11:45 
 1,10,1523,12600,2015-06-02 18:11:47 
 1,10,1522,12593,2015-06-02 18:11:47 
 1,10,1521,12854,2015-06-02 18:11:49 
 1,10,1522,12593,2015-06-02 18:11:49 
 1,10,1523,12600,2015-06-02 18:11:50 
 1,10,1522,12593,2015-06-02 18:11:51 
 1,10,1523,12600,2015-06-02 18:11:53 
 1,10,1522,12593,2015-06-02 18:11:53 
 1,10,1522,12593,2015-06-02 18:11:55 
 1,10,1523,12600,2015-06-02 18:11:56 
 1,10,1522,12593,2015-06-02 18:11:57 
 1,10,1523,12600,2015-06-02 18:11:59 
 1,10,1522,12593,2015-06-02 18:11:59 
 1,10,1522,12593,2015-06-02 18:12:01 
 1,10,1523,12600,2015-06-02 18:12:02 
 1,10,1522,12593,2015-06-02 18:12:03 
 1,10,1523,12600,2015-06-02 18:12:05 
 1,10,1522,12593,2015-06-02 18:12:05 
 1,10,1522,12593,2015-06-02 18:12:07 
 1,10,1523,12600,2015-06-02 18:12:08 
 1,10,1522,12593,2015-06-02 18:12:09 
 1,10,1523,12600,2015-06-02 18:12:11 
 1,10,1522,12593,2015-06-02 18:12:11 
 1,10,1522,12593,2015-06-02 18:12:13 
 1,10,1523,12600,2015-06-02 18:12:14 
 1,10,1522,12593,2015-06-02 18:12:15 
 1,10,1523,12600,2015-06-02 18:12:17 
 1,10,1522,12593,2015-06-02 18:12:17 
 1,10,1522,12593,2015-06-02 18:12:19 
 1,10,1523,12600,2015-06-02 18:12:20 
 1,10,1522,12593,2015-06-02 18:12:21 
 1,10,1523,12600,2015-06-02 18:12:23 
 1,10,1522,12594,2015-06-02 18:12:23 
 1,10,1522,12594,2015-06-02 18:12:25 
 1,10,1523,12600,2015-06-02 18:12:26 
 1,10,1522,12594,2015-06-02 18:12:27 
 1,10,1523,12600,2015-06-02 18:12:29 
 1,10,1522,12594,2015-06-02 18:12:29 
 1,10,1522,12594,2015-06-02 18:12:31 
 1,10,1523,12600,2015-06-02 18:12:32 
 1,10,1522,12594,2015-06-02 18:12:33 
 1,10,1523,12600,2015-06-02 18:12:35 
 1,10,1522,12594,2015-06-02 18:12:35 
 1,10,1522,12594,2015-06-02 18:12:37 
 1,10,1523,12600,2015-06-02 18:12:38 
 1,10,1522,12594,2015-06-02 18:12:39 
 1,10,1523,12600,2015-06-02 18:12:41 
 1,10,1522,12594,2015-06-02 18:12:41 
 1,10,1522,12594,2015-06-02 18:12:43 
 1,10,1523,12600,2015-06-02 18:12:44 
 1,10,1522,12594,2015-06-02 18:12:45 
 1,10,1523,12600,2015-06-02 18:12:47 
 1,10,1522,12594,2015-06-02 18:12:47 
 1,10,1522,12594,2015-06-02 18:12:49 
 1,10,1523,12600,2015-06-02 18:12:50 
 1,10,1523,12600,2015-06-02 18:12:53 
 1,10,1523,12600,2015-06-02 18:12:56 
 1,10,1523,12600,2015-06-02 18:12:59 
 1,10,1523,12600,2015-06-02 18:13:02 
 1,10,1523,12600,2015-06-02 18:13:05 
 1,10,1523,12600,2015-06-02 18:13:08 
 1,10,1523,12600,2015-06-02 18:13:11 
 1,10,1523,12600,2015-06-02 18:13:14 
 1,10,1523,12600,2015-06-02 18:13:17 
 1,10,1523,12600,2015-06-02 18:13:20 
 1,10,1523,12600,2015-06-02 18:13:23 
 1,10,1523,12600,2015-06-02 18:13:26 
 1,10,1523,12600,2015-06-02 18:13:29 
 1,10,1523,12600,2015-06-02 18:13:32 
 1,10,1523,12600,2015-06-02 18:13:35 
 1,10,1523,12600,2015-06-02 18:13:38 
 1,10,1523,12600,2015-06-02 18:13:41 
 1,10,1523,12600,2015-06-02 18:13:44 
 1,10,1523,12600,2015-06-02 18:13:47 
 1,10,1523,12600,2015-06-02 18:13:50 
 1,10,1523,12600,2015-06-02 18:16:37 
 1,10,1522,12598,2015-06-02 18:16:37 
 1,10,1521,12596,2015-06-02 18:16:37 
 1,10,1522,12598,2015-06-02 18:16:39 
 1,10,1523,12600,2015-06-02 18:16:40 
 1,10,1521,12600,2015-06-02 18:16:41 
 1,10,1522,12598,2015-06-02 18:16:41 
 1,10,1522,12598,2015-06-02 18:16:45 
 1,10,1521,12850,2015-06-02 18:16:45 
 1,10,1523,12600,2015-06-02 18:16:45 
 1,10,1522,12598,2015-06-02 18:16:47 
 1,10,1523,12600,2015-06-02 18:16:48 
 1,10,1522,12598,2015-06-02 18:16:49 
 1,10,1521,12854,2015-06-02 18:16:49 
 1,10,1522,12598,2015-06-02 18:16:51 
 1,10,1523,12600,2015-06-02 18:16:51 
 1,10,1522,12598,2015-06-02 18:16:53 
 1,10,1521,13104,2015-06-02 18:16:53 
 1,10,1523,12600,2015-06-02 18:16:54 
 1,10,1522,12598,2015-06-02 18:16:55 
 1,10,1522,12598,2015-06-02 18:16:57 
 1,10,1521,13108,2015-06-02 18:16:57 
 1,10,1523,12600,2015-06-02 18:16:57 
 1,10,1522,12598,2015-06-02 18:16:59 
 1,10,1523,12600,2015-06-02 18:17:00 
 1,10,1522,12598,2015-06-02 18:17:01 
 1,10,1521,13112,2015-06-02 18:17:01 
 1,10,1522,12598,2015-06-02 18:17:03 
 1,10,1523,12600,2015-06-02 18:17:03 
 1,10,1523,12600,2015-06-02 18:17:23 
 1,10,1522,12599,2015-06-02 18:17:23 
 1,10,1521,48,2015-06-02 18:17:23 
 1,10,1522,12599,2015-06-02 18:17:25 
 1,10,1523,12600,2015-06-02 18:17:26 
 1,10,1521,52,2015-06-02 18:17:27 
 1,10,1522,12599,2015-06-02 18:17:27 
 1,10,1523,12600,2015-06-02 18:17:29 
 1,10,1522,12599,2015-06-02 18:17:29 
 1,10,1521,56,2015-06-02 18:17:31 
 1,10,1522,12599,2015-06-02 18:17:31 
 1,10,1523,12600,2015-06-02 18:17:32 
 1,10,1522,12599,2015-06-02 18:17:33 
 1,10,1523,12600,2015-06-02 18:17:35 
 1,10,1521,12594,2015-06-02 18:17:35 
 1,10,1522,12599,2015-06-02 18:17:35 
 1,10,1522,12599,2015-06-02 18:17:37 
 1,10,1523,12600,2015-06-02 18:17:38 
 1,10,1521,12598,2015-06-02 18:17:39 
 1,10,1522,12599,2015-06-02 18:17:39 
 1,10,1523,12600,2015-06-02 18:17:41 
 1,10,1522,12599,2015-06-02 18:17:41 
 1,10,1521,12848,2015-06-02 18:17:43 
 1,10,1522,12599,2015-06-02 18:17:43 
 1,10,1523,12600,2015-06-02 18:17:44 
 1,10,1522,12599,2015-06-02 18:17:45 
 1,10,1523,12600,2015-06-02 18:17:47 
 1,10,1521,12852,2015-06-02 18:17:47 
 1,10,1522,12599,2015-06-02 18:17:47 
 1,10,1522,12599,2015-06-02 18:17:49 
 1,10,1523,12600,2015-06-02 18:17:50 
 1,10,1521,12856,2015-06-02 18:17:51 
 1,10,1523,12600,2015-06-02 18:17:53 
 1,10,1521,13106,2015-06-02 18:17:55 
 1,10,1523,12600,2015-06-02 18:17:56 
 1,10,1523,12600,2015-06-02 18:17:59 
 1,10,1521,13110,2015-06-02 18:17:59 
 1,10,1523,12600,2015-06-02 18:18:02 
 1,10,1521,13360,2015-06-02 18:18:03 
 1,10,1523,12600,2015-06-02 18:18:05 
 1,10,1521,13364,2015-06-02 18:18:07 
 1,10,1523,12600,2015-06-02 18:18:08 
 1,10,1523,12600,2015-06-02 18:18:11 
 1,10,1521,13368,2015-06-02 18:18:11 
 1,10,1523,12600,2015-06-02 18:18:14 
 1,10,1521,13618,2015-06-02 18:18:15 
 1,10,1523,12600,2015-06-02 18:18:17 
 1,10,1521,13622,2015-06-02 18:18:19 
 1,10,1523,12600,2015-06-02 18:18:20 
 1,10,1523,12600,2015-06-02 18:18:23 
 1,10,1521,48,2015-06-02 18:18:23 
 1,10,1523,12600,2015-06-02 18:18:26 
 1,10,1521,52,2015-06-02 18:18:27 
 1,10,1523,12600,2015-06-02 18:18:29 
 1,10,1521,56,2015-06-02 18:18:31 
 1,10,1523,12600,2015-06-02 18:18:32 
 1,10,1523,12600,2015-06-02 18:18:35 
 1,10,1521,12594,2015-06-02 18:18:35 
 1,10,1523,12600,2015-06-02 18:18:38 
 1,10,1521,12598,2015-06-02 18:18:39 
 1,10,1523,12600,2015-06-02 18:18:41 
 1,10,1521,12848,2015-06-02 18:18:43 
 1,10,1523,12600,2015-06-02 18:18:44 
 1,10,1523,12600,2015-06-02 18:18:47 
 1,10,1521,12852,2015-06-02 18:18:47 
 1,10,1523,12600,2015-06-02 18:18:50 
 1,10,1523,12600,2015-06-02 18:18:53 
 1,10,1523,12600,2015-06-02 18:18:56 
 1,10,1523,12600,2015-06-02 18:18:59 
 1,10,1523,12600,2015-06-02 18:19:02 
 1,10,1523,12600,2015-06-02 18:19:05 
 1,10,1523,12600,2015-06-02 18:19:08 
 1,10,1523,12600,2015-06-02 18:19:11 
 1,10,1523,12600,2015-06-02 18:19:14 
 1,10,1523,12600,2015-06-02 18:19:17 
 1,10,1523,12600,2015-06-02 18:19:20 
 1,10,1523,12600,2015-06-02 18:19:23 
 1,10,1523,12600,2015-06-02 18:19:26 
 1,10,1523,12600,2015-06-02 18:19:29 
 1,10,1523,12600,2015-06-02 18:19:32 
